week,ac_week,season,ili,inf_A,inf_B,inf_all,inf_neg,inf_H3N2,inf_H1N1,inf_A_ns,num_spec,pn,pn_lb,pn_ub,pp,pp_lb,pp_ub,pA,pA_lb,pA_ub,pB,pB_lb,pB_ub,pH3,pH3_lb,pH3_ub,pH1,pH1_lb,pH1_ub
29/8/2011,1,1,204,93,26,119,0,32,61,0,928,0.871767241,0.848138025,0.892254863,0.128232759,0.107745137,0.151861975,0.100215517,0.082022204,0.121796404,0.028017241,0.018751186,0.041368574,0.034571102,0.023885264,0.046768914,0.065971664,0.050685907,0.082448871
5/9/2011,1,1,192,101,29,130,0,51,47,3,850,0.847058824,0.820681342,0.870237859,0.152941176,0.129762141,0.179318658,0.118823529,0.098227312,0.142941848,0.034117647,0.023372616,0.049253409,0.061684268,0.045677208,0.078856799,0.056693761,0.041224852,0.074181241
12/9/2011,1,1,167,91,22,113,0,41,46,4,809,0.860321384,0.834067963,0.883081389,0.139678616,0.116918611,0.165932037,0.112484549,0.091954533,0.136780693,0.027194067,0.017532212,0.041565948,0.053598137,0.039305185,0.069872326,0.05951491,0.042745173,0.075598845
19/9/2011,1,1,186,101,13,114,0,40,57,4,823,0.861482382,0.835549721,0.883970143,0.138517618,0.116029857,0.164450279,0.12272175,0.101483735,0.147559889,0.015795869,0.008805597,0.027594835,0.050756907,0.036628116,0.064956092,0.072782639,0.055348503,0.090280317
26/9/2011,1,1,186,87,19,106,0,35,47,5,786,0.865139949,0.838796778,0.887837218,0.134860051,0.112162782,0.161203222,0.110687023,0.09004003,0.135230083,0.024173028,0.015030663,0.038211241,0.047695623,0.033809468,0.063462756,0.063482424,0.046683742,0.080411754
3/10/2011,1,1,139,68,9,77,0,48,20,0,684,0.887426901,0.860750822,0.909642953,0.112573099,0.090357047,0.139249178,0.099415205,0.078525321,0.124924194,0.013157895,0.006434737,0.025761219,0.069753828,0.054325104,0.090392293,0.02926626,0.017524414,0.043231405
27/8/2012,1,1,359,153,97,250,0,148,4,1,936,0.732905983,0.703101772,0.76077047,0.267094017,0.23922953,0.296898228,0.163461538,0.140654736,0.189081244,0.103632479,0.085211981,0.125381321,0.15960157,0.135952368,0.184761936,0.004360056,0.001217483,0.008737211
3/9/2012,1,1,255,89,50,139,0,88,1,0,952,0.853991597,0.82958183,0.875489674,0.146008403,0.124510326,0.17041817,0.093487395,0.076116889,0.114217646,0.052521008,0.03960673,0.069164041,0.091736718,0.07584046,0.110104848,0.001075314,3.12816778927436e-05,0.004387309
10/9/2012,1,1,198,63,46,109,0,61,2,0,816,0.866421569,0.840699688,0.888619945,0.133578431,0.111380055,0.159300312,0.077205882,0.060264945,0.098240401,0.056372549,0.041997311,0.075064345,0.074330602,0.056124743,0.094854844,0.002449909,0.000335434,0.006655381
17/9/2012,1,1,195,44,28,72,0,43,0,1,580,0.875862069,0.84559318,0.901027199,0.124137931,0.098972801,0.15440682,0.075862069,0.056249158,0.10127702,0.048275862,0.032897608,0.069887085,0.075631365,0.055715429,0.098634907,0,0,0
24/9/2012,1,1,156,17,15,32,0,15,0,2,556,0.942446043,0.9188492,0.959693349,0.057553957,0.040306651,0.0811508,0.03057554,0.018481226,0.049505506,0.026978417,0.015734895,0.045133324,0.030747716,0.018116377,0.04712574,0,0,0
1/10/2012,1,1,105,12,12,24,0,12,0,0,474,0.949367089,0.924532951,0.96659786,0.050632911,0.03340214,0.075467049,0.025316456,0.013770472,0.045041972,0.025316456,0.013770472,0.045041972,0.02521771,0.013415468,0.04216516,0,0,0
26/8/2013,1,1,202,127,32,159,0,70,55,2,720,0.779166667,0.74670573,0.808596852,0.220833333,0.191403148,0.25329427,0.176388889,0.149638584,0.206659317,0.044444444,0.031075377,0.062868474,0.098835056,0.078630155,0.120074584,0.077835972,0.058838955,0.096684677
2/9/2013,1,1,236,102,14,116,0,49,52,1,727,0.840440165,0.811311224,0.865898239,0.159559835,0.134101761,0.188688776,0.140302613,0.116310347,0.168178626,0.019257221,0.01099076,0.032913874,0.06775778,0.0507935,0.088318229,0.072311949,0.055709836,0.091901699
9/9/2013,1,1,220,116,24,140,0,75,40,1,649,0.784283513,0.750208389,0.81493197,0.215716487,0.18506803,0.249791611,0.178736518,0.15046005,0.210892074,0.036979969,0.024351017,0.055341274,0.117427906,0.093241314,0.141957287,0.062200442,0.044087174,0.080958011
16/9/2013,1,1,188,113,12,125,0,70,42,1,711,0.82419128,0.793747126,0.851063947,0.17580872,0.148936053,0.206252874,0.158931083,0.133247932,0.188375391,0.016877637,0.00916852,0.030150148,0.099368579,0.078514672,0.122858586,0.05999603,0.042177959,0.078841156
23/9/2013,1,1,211,109,16,125,0,65,42,2,674,0.814540059,0.782661454,0.842763834,0.185459941,0.157236166,0.217338546,0.161721068,0.135167324,0.19221079,0.023738872,0.014096891,0.039117215,0.097631537,0.075354478,0.123288842,0.063773824,0.046772932,0.083385975
30/9/2013,1,1,157,59,14,73,0,29,30,0,534,0.86329588,0.830540214,0.890696451,0.13670412,0.109303549,0.169459786,0.110486891,0.085796704,0.140935336,0.026217228,0.014978569,0.044675768,0.054308225,0.035936388,0.074841787,0.055816197,0.037244906,0.077150714
25/8/2014,1,1,411,246,25,271,0,73,152,21,819,0.669108669,0.635536947,0.701071579,0.330891331,0.298928421,0.364463053,0.3003663,0.269372781,0.333259956,0.030525031,0.020264503,0.04539186,0.097272715,0.077416896,0.11826024,0.203046471,0.17462175,0.227969936
1/9/2014,1,1,336,187,30,217,0,65,104,18,749,0.710280374,0.67609943,0.7422714,0.289719626,0.2577286,0.32390057,0.249666222,0.219363081,0.282578908,0.040053405,0.027644362,0.057375819,0.095975813,0.075204306,0.11848162,0.153858786,0.129213014,0.179624333
8/9/2014,1,1,341,162,25,187,0,52,98,12,728,0.743131868,0.709465334,0.774190942,0.256868132,0.225809058,0.290534666,0.222527473,0.193163402,0.254870431,0.034340659,0.022808962,0.051009802,0.077420908,0.058688142,0.098241548,0.145710463,0.119830773,0.170876045
15/9/2014,1,1,269,128,22,150,0,57,60,11,682,0.780058651,0.74668515,0.810221199,0.219941349,0.189778801,0.25331485,0.187683284,0.159472782,0.219479542,0.032258065,0.020811257,0.049227992,0.091404912,0.070962425,0.114114075,0.095772807,0.075813903,0.120382709
22/9/2014,1,1,186,92,18,110,0,36,46,10,634,0.826498423,0.794242602,0.85471684,0.173501577,0.14528316,0.205757398,0.14511041,0.119108131,0.175509621,0.028391167,0.017418979,0.045381388,0.063433995,0.045842484,0.083889277,0.081353006,0.061580483,0.105906358
29/9/2014,1,1,166,51,21,72,0,27,18,6,470,0.846808511,0.810299589,0.877511954,0.153191489,0.122488046,0.189700411,0.108510638,0.082564856,0.141041734,0.044680851,0.028558697,0.068596394,0.065265322,0.044069988,0.088159124,0.043454012,0.026441266,0.064586388
4/5/2015,1,1,117,10,15,25,301,10,0,0,326,0.923312883,0.887475427,0.948777198,0.076687117,0.051222802,0.112524573,0.030674847,0.015662567,0.057473656,0.04601227,0.026911926,0.076377677,0.03062144,0.014290234,0.051189703,0,0,0
11/5/2015,1,1,99,17,25,42,295,14,3,0,337,0.87537092,0.834178809,0.907750348,0.12462908,0.092249652,0.165821191,0.050445104,0.030579059,0.08106974,0.074183976,0.049534152,0.10893088,0.041926528,0.022137024,0.063590281,0.009090377,0.001824892,0.022192006
18/5/2015,1,1,118,21,26,47,330,18,2,1,377,0.875331565,0.836691978,0.906101687,0.124668435,0.093898313,0.163308022,0.055702918,0.035658112,0.08521227,0.068965517,0.046404811,0.100663913,0.050176955,0.030461889,0.074789002,0.005451688,0.000698791,0.01436362
25/5/2015,1,1,117,12,29,41,349,10,2,0,390,0.894871795,0.859055454,0.922664854,0.105128205,0.077335146,0.140944546,0.030769231,0.016750386,0.054599875,0.074358974,0.051202017,0.106220914,0.025569562,0.01218979,0.042849274,0.005193988,0.00071069,0.013895036
1/6/2015,1,1,131,22,41,63,349,21,1,0,412,0.847087379,0.807828244,0.879711917,0.152912621,0.120288083,0.192171756,0.053398058,0.03454915,0.080949211,0.099514563,0.073157167,0.133577862,0.051345136,0.031537441,0.073017766,0.002607659,5.00009703260965e-05,0.009355756
8/6/2015,1,1,141,25,46,71,373,17,7,1,444,0.84009009,0.801890167,0.87226443,0.15990991,0.12773557,0.198109833,0.056306306,0.037507104,0.083109173,0.103603604,0.077592968,0.136681669,0.040322187,0.02307014,0.059042872,0.016755773,0.006670827,0.029514313
18/1/2016,1,1,17,11,1,12,207,5,6,0,219,0.945205479,0.903885263,0.970059712,0.054794521,0.029940288,0.096114737,0.050228311,0.026624309,0.090510632,0.00456621,0.000238403,0.02911763,0.023028006,0.007528643,0.044472046,0.027290103,0.010798352,0.051660016
25/1/2016,1,1,13,16,1,17,197,2,14,0,214,0.920560748,0.873720885,0.951639565,0.079439252,0.048360435,0.126279115,0.074766355,0.044733673,0.120760076,0.004672897,0.000243974,0.029785262,0.009122327,0.00131992,0.027188453,0.0658939,0.036779114,0.100979371
1/2/2016,1,1,15,21,2,23,212,4,17,0,235,0.90212766,0.854979929,0.935631688,0.09787234,0.064368312,0.145020071,0.089361702,0.05747604,0.135208531,0.008510638,0.00147548,0.033715366,0.016707902,0.00437768,0.037020435,0.072452582,0.042783715,0.108748114
8/2/2016,1,1,22,22,8,30,222,2,20,0,252,0.880952381,0.832908258,0.916998834,0.119047619,0.083001166,0.167091742,0.087301587,0.056751461,0.130934365,0.031746032,0.014835544,0.063934429,0.007825245,0.001036775,0.021337849,0.080843248,0.047217604,0.11611836
15/2/2016,1,1,30,16,3,19,221,3,13,0,240,0.920833333,0.877231343,0.950388329,0.079166667,0.049611671,0.122768657,0.066666667,0.039839309,0.108021207,0.0125,0.003233817,0.039108763,0.012359033,0.002899148,0.030160569,0.054162022,0.027627065,0.088222318
22/2/2016,1,1,31,24,3,27,250,6,18,0,277,0.902527076,0.859840353,0.933643744,0.097472924,0.066356256,0.140159647,0.086642599,0.057436996,0.127759447,0.010830325,0.002801223,0.033967629,0.021973055,0.008109967,0.041361498,0.064875093,0.039453366,0.094882926
26/12/2016,1,1,19,9,4,13,429,3,0,6,442,0.970588235,0.948935182,0.983570405,0.029411765,0.016429595,0.051064818,0.020361991,0.009969099,0.039694754,0.009049774,0.002902935,0.024630742,0.020285593,0.009013802,0.037200067,0,0,0
16/1/2017,1,1,28,25,3,28,444,18,1,6,337,0.916913947,0.880840639,0.943125023,0.083086053,0.056874977,0.119159361,0.074183976,0.049534152,0.10893088,0.008902077,0.002301882,0.027998908,0.070472214,0.046559592,0.101821823,0.003928945,6.86452252840031e-05,0.014248557
23/1/2017,1,1,33,37,2,39,409,22,3,12,314,0.875796178,0.832944542,0.909172944,0.124203822,0.090827056,0.167055458,0.117834395,0.085339859,0.159973266,0.006369427,0.001104004,0.025346486,0.104383888,0.071355182,0.140110547,0.014372643,0.00288275,0.033839596
30/1/2017,1,1,22,49,2,51,433,37,2,10,314,0.837579618,0.791016298,0.875667918,0.162420382,0.124332082,0.208983702,0.156050955,0.118686156,0.20205581,0.006369427,0.001104004,0.025346486,0.147772419,0.113372355,0.189373641,0.008007828,0.001052174,0.022697663
6/2/2017,1,1,20,40,1,41,375,32,0,8,272,0.849264706,0.799879637,0.888506935,0.150735294,0.111493065,0.200120363,0.147058824,0.108291227,0.196080203,0.003676471,0.000191942,0.02352753,0.147121891,0.107940279,0.191823602,0,0,0
13/2/2017,1,1,39,30,3,33,492,21,0,9,321,0.897196262,0.857385647,0.927179199,0.102803738,0.072820801,0.142614353,0.093457944,0.064942781,0.132050633,0.009345794,0.002416764,0.029375389,0.09382558,0.061427816,0.126877565,0,0,0
20/2/2017,1,1,38,42,8,50,481,34,1,7,366,0.863387978,0.822912732,0.896024471,0.136612022,0.103975529,0.177087268,0.114754098,0.084841081,0.153000625,0.021857923,0.010198579,0.044305205,0.110891175,0.082306094,0.145236151,0.003004828,8.85890269787578e-05,0.011859934
25/12/2017,1,1,21,18,11,29,525,13,1,4,554,0.94765343,0.924789861,0.964056728,0.05234657,0.035943272,0.075210139,0.032490975,0.019945962,0.051858014,0.019855596,0.010475186,0.036341257,0.030228934,0.017922536,0.046727528,0.002238553,6.82432551850639e-05,0.007911432
15/1/2018,1,1,16,24,12,36,533,12,5,7,400,0.91,0.876508546,0.935348695,0.09,0.064651305,0.123491454,0.06,0.039631375,0.089179788,0.03,0.016329702,0.053254586,0.041967762,0.023479478,0.065046709,0.017595738,0.005848406,0.033795175
22/1/2018,1,1,42,34,22,56,488,10,8,16,393,0.857506361,0.818094465,0.88974458,0.142493639,0.11025542,0.181905535,0.086513995,0.061491007,0.119903054,0.055979644,0.036232312,0.084793769,0.048232344,0.025725478,0.075009108,0.038348917,0.017424569,0.064142539
29/1/2018,1,1,20,36,17,53,558,20,4,12,437,0.878718535,0.843510395,0.907082201,0.121281465,0.092917799,0.156489605,0.082379863,0.059122554,0.11323385,0.038901602,0.023542111,0.062789985,0.068569784,0.046952563,0.094490373,0.013707311,0.003872659,0.029092593
5/2/2018,1,1,38,26,10,36,509,12,4,10,362,0.900552486,0.863842194,0.928479471,0.099447514,0.071520529,0.136157806,0.071823204,0.048345993,0.104750374,0.027624309,0.014098225,0.051845053,0.054157894,0.031453485,0.081562301,0.018046636,0.005610763,0.036592672
12/2/2018,1,1,50,55,18,73,516,26,13,16,409,0.821515892,0.780157459,0.856695416,0.178484108,0.143304584,0.219842541,0.134474328,0.10370495,0.172295101,0.04400978,0.027061706,0.069951696,0.08931768,0.061224171,0.120941411,0.044973331,0.024547214,0.07130312
19/2/2018,1,1,44,37,16,53,518,18,4,15,384,0.861979167,0.822457074,0.894062816,0.138020833,0.105937184,0.177542926,0.096354167,0.06960007,0.131452079,0.041666667,0.024807748,0.068178782,0.078200245,0.05271581,0.108154707,0.017743076,0.005163203,0.035691285
24/12/2018,1,1,14,103,6,109,663,33,43,27,773,0.858990944,0.831987634,0.882350727,0.141009056,0.117649273,0.168012366,0.133247089,0.110499293,0.15971946,0.007761966,0.003159141,0.017705625,0.057588435,0.04137762,0.07686477,0.07560268,0.056383684,0.096525578
14/1/2019,1,1,45,123,2,125,717,60,53,10,842,0.851543943,0.825302818,0.874513334,0.148456057,0.125486666,0.174697182,0.14608076,0.123280941,0.172174944,0.002375297,0.000411529,0.009532227,0.077658071,0.059769665,0.097064893,0.068700828,0.052038101,0.086674204
21/1/2019,1,1,24,95,2,97,687,47,26,22,785,0.876433121,0.850877909,0.898221194,0.123566879,0.101778806,0.149122091,0.121019108,0.099447558,0.146384199,0.002547771,0.000441419,0.010220645,0.077471901,0.058688539,0.098111655,0.043036039,0.028107845,0.059625442
28/1/2019,1,1,25,107,3,110,781,23,29,55,888,0.876126126,0.852221871,0.896706395,0.123873874,0.103293605,0.147778129,0.120495495,0.100184626,0.144161209,0.003378378,0.000872917,0.010712312,0.053495796,0.035227233,0.073854267,0.067086166,0.049133707,0.087086725
4/2/2019,1,1,34,104,2,106,669,47,28,29,775,0.863225806,0.836546752,0.886226744,0.136774194,0.113773256,0.163453248,0.134193548,0.111397612,0.160694498,0.002580645,0.000447116,0.010351804,0.08406556,0.064159345,0.10610618,0.05045481,0.033367528,0.068170194
11/2/2019,1,1,30,103,1,104,784,33,28,42,888,0.882882883,0.859461038,0.902918961,0.117117117,0.097081039,0.140538962,0.115990991,0.096047742,0.139330329,0.001126126,5.87867502167563e-05,0.007280955,0.062510231,0.045870832,0.081853708,0.053057443,0.036926353,0.069711973
18/2/2019,1,1,53,124,1,125,876,45,29,50,1001,0.875124875,0.852668584,0.894643346,0.124875125,0.105356654,0.147331416,0.123876124,0.104431549,0.146266581,0.000999001,5.21502030318166e-05,0.006462349,0.07576712,0.057680859,0.094148925,0.048381284,0.0337978,0.06654255
23/12/2019,1,1,7,25,1,26,852,0,0,25,878,0.970387244,0.956295119,0.98017689,0.029612756,0.01982311,0.043704881,0.028473804,0.018897696,0.042366594,0.001138952,5.94563354663793e-05,0.0073635,0.014064785,0,0.037510844,0.014600341,0,0.039107285
13/1/2020,1,1,19,54,2,56,891,2,21,31,947,0.940865892,0.923399018,0.954646444,0.059134108,0.045353556,0.076600982,0.057022175,0.043502332,0.074248106,0.002111932,0.00036589,0.008480054,0.005110558,0.000600293,0.013698652,0.052139695,0.038815384,0.067004195
20/1/2020,1,1,31,103,10,113,1057,2,37,64,1170,0.903418803,0.884690062,0.91944077,0.096581197,0.08055923,0.115309938,0.088034188,0.07272673,0.106108619,0.008547009,0.004349083,0.016210445,0.00439745,0.000546381,0.011991404,0.083423245,0.067276653,0.100948956
27/1/2020,1,1,37,72,12,84,1299,5,28,39,1374,0.938864629,0.9245341,0.950678152,0.061135371,0.049321848,0.0754659,0.052401747,0.04149301,0.065882862,0.008733624,0.004738556,0.015662962,0.007825127,0.002577049,0.015766869,0.043742198,0.033463221,0.055520064
3/2/2020,1,1,45,74,6,80,1290,3,22,49,1370,0.941605839,0.927510419,0.953159543,0.058394161,0.046840457,0.072489581,0.054014599,0.042917642,0.067681164,0.004379562,0.001781545,0.01001792,0.006383793,0.001271491,0.014654538,0.047723324,0.035506485,0.060911329
10/2/2020,1,1,28,62,5,67,1193,2,16,44,1260,0.946825397,0.932583691,0.958264492,0.053174603,0.041735508,0.067416309,0.049206349,0.038222806,0.063020597,0.003968254,0.001461848,0.00980594,0.005498185,0.000841153,0.013762511,0.043948703,0.031938671,0.056337063
17/2/2020,1,1,38,55,7,62,1293,7,17,31,1355,0.954243542,0.941365172,0.964469112,0.045756458,0.035530888,0.058634828,0.040590406,0.030993981,0.052874746,0.005166052,0.002265568,0.011118012,0.011773614,0.005514418,0.021175582,0.028536232,0.018775025,0.039515673
21/12/2020,1,1,9,0,0,0,2039,0,0,0,2039,1,0.997655638,1,0,0,0.002344362,0,0,0.002344362,0,0,0.002344362,0,0,0,0,0,0
28/12/2020,1,1,9,0,0,0,2072,0,0,0,2072,1,0.997692906,1,0,0,0.002307094,0,0,0.002307094,0,0,0.002307094,0,0,0,0,0,0
17/5/2021,1,1,42,0,0,0,1949,0,0,0,1949,1,0.997547597,1,0,0,0.002452403,0,0,0.002452403,0,0,0.002452403,0,0,0,0,0,0
24/5/2021,1,1,51,0,0,0,2111,0,0,0,2111,1,0.997735451,1,0,0,0.002264549,0,0,0.002264549,0,0,0.002264549,0,0,0,0,0,0
31/5/2021,1,1,40,0,0,0,2131,0,0,0,2132,1,0.997757716,1,0,0,0.002242284,0,0,0.002242284,0,0,0.002242284,0,0,0,0,0,0
7/6/2021,1,1,41,0,0,0,2240,0,0,0,2240,1,0.997865639,1,0,0,0.002134361,0,0,0.002134361,0,0,0.002134361,0,0,0,0,0,0
14/6/2021,1,1,44,0,0,0,2208,0,0,0,2208,1,0.99783476,1,0,0,0.00216524,0,0,0.00216524,0,0,0.00216524,0,0,0,0,0,0
21/6/2021,1,1,61,0,0,0,2799,0,0,0,2799,1,0.99829131,1,0,0,0.00170869,0,0,0.00170869,0,0,0.00170869,0,0,0,0,0,0
16/5/2022,1,1,129,1045,49,1094,5496,12,125,908,6581,0.833763866,0.824497401,0.84263762,0.166236134,0.15736238,0.175502599,0.158790457,0.150085507,0.16789694,0.007445677,0.005571369,0.009915495,0.013848722,0.007398695,0.023102964,0.144695648,0.13348063,0.155884834
23/5/2022,1,1,144,867,55,922,4508,16,200,651,5544,0.833694084,0.823569921,0.843351882,0.166305916,0.156648118,0.176430079,0.156385281,0.146974607,0.166276296,0.009920635,0.007551624,0.01299159,0.011665462,0.006415894,0.017611359,0.1447913,0.134219392,0.15568775
30/5/2022,1,1,165,983,71,1054,7532,19,260,704,8915,0.881772294,0.874847528,0.888365441,0.118227706,0.111634559,0.125152472,0.110263601,0.103874276,0.116991548,0.007964105,0.006269545,0.010095315,0.007541325,0.004527456,0.011104682,0.102920099,0.09601418,0.10910734
6/6/2022,1,1,174,1333,62,1395,7371,38,263,1032,9134,0.847273922,0.83969513,0.854558567,0.152726078,0.145441433,0.16030487,0.145938253,0.138793359,0.153383084,0.006787826,0.005250934,0.008752778,0.018413016,0.013349593,0.024470044,0.127579901,0.119680809,0.136254796
13/6/2022,1,1,162,1503,52,1555,8184,32,314,1157,10037,0.845073229,0.837811858,0.852068704,0.154926771,0.147931296,0.162188142,0.14974594,0.142850465,0.156911329,0.005180831,0.003910091,0.006843497,0.013850286,0.00960868,0.018886868,0.135797372,0.128314515,0.144033491
20/6/2022,1,1,211,1384,71,1455,7827,28,339,1017,10801,0.865290251,0.858674329,0.871644561,0.134709749,0.128355439,0.141325671,0.128136284,0.121919499,0.134619428,0.006573465,0.005174139,0.008334234,0.009792497,0.006412411,0.013362474,0.118425894,0.111839152,0.125167522
15/5/2023,1,1,151,292,103,395,5509,5,125,162,7171,0.944917027,0.939321666,0.950029681,0.055082973,0.049970319,0.060678334,0.040719565,0.036319757,0.04561866,0.014363408,0.011794898,0.017465049,0.001602614,0.000497235,0.003233551,0.039111149,0.034899039,0.044412439
22/5/2023,1,1,179,443,139,582,5519,13,200,230,7438,0.921753159,0.915360318,0.927705794,0.078246841,0.072294206,0.084639682,0.059559021,0.054340131,0.065238297,0.018687819,0.015787742,0.022095617,0.003607007,0.001926865,0.005612046,0.055930071,0.05071154,0.061519926
29/5/2023,1,1,176,574,198,772,5639,17,260,297,7879,0.902018023,0.895191094,0.908449344,0.097981977,0.091550656,0.104808906,0.072851885,0.067257917,0.078866767,0.025130093,0.021839347,0.028892142,0.004540567,0.002646668,0.006741879,0.068421007,0.062970212,0.074136871
5/6/2023,1,1,201,624,224,848,5537,34,264,326,7858,0.8920845,0.884966343,0.898815944,0.1079155,0.101184056,0.115033657,0.079409519,0.073573466,0.085660961,0.028505981,0.024991008,0.032489669,0.009079781,0.006461773,0.012129707,0.070419672,0.064859733,0.076037768
12/6/2023,1,1,198,672,210,882,5631,28,315,329,7903,0.888396811,0.881200131,0.895212657,0.111603189,0.104787343,0.118799869,0.085031001,0.079020077,0.091449287,0.026572188,0.023190638,0.030421946,0.006934445,0.00450868,0.009708343,0.078101481,0.072026287,0.084476318
19/6/2023,1,1,207,669,217,886,5209,28,340,301,7614,0.883635408,0.876171183,0.890709195,0.116364592,0.109290805,0.123828817,0.08786446,0.081648164,0.094500701,0.028500131,0.024932271,0.032551856,0.006681392,0.004548303,0.009334929,0.0810799,0.075740767,0.087866845
24/1/2011,1,1,52,9,0,9,0,5,3,1,170,0.947058824,0.898776805,0.973945821,0.052941176,0.026054179,0.101223195,0.052941176,0.026054179,0.101223195,0,0,0.027542715,0.033244787,0.011776734,0.065235188,0.019407098,0.004619607,0.046223774
31/1/2011,1,1,35,16,0,16,0,13,3,0,201,0.92039801,0.871674003,0.952338558,0.07960199,0.047661442,0.128325997,0.07960199,0.047661442,0.128325997,0,0,0.023375394,0.06364687,0.036842,0.102248102,0.014597237,0.003181881,0.034895454
7/2/2011,1,1,46,18,1,19,0,17,1,0,210,0.90952381,0.860247488,0.9432078,0.09047619,0.0567922,0.139752512,0.085714286,0.05302577,0.134197232,0.004761905,0.000248622,0.030341822,0.081302008,0.04766197,0.121683437,0.00476552,0.000164725,0.017246785
14/2/2011,1,1,43,21,1,22,0,10,11,0,250,0.912,0.868047411,0.942788921,0.088,0.057211079,0.131952589,0.084,0.053986398,0.127319293,0.004,0.000208836,0.025564826,0.040036066,0.019592261,0.068509722,0.043774403,0.021425222,0.070291014
21/2/2011,1,1,50,34,1,35,0,29,5,0,262,0.866412214,0.817759037,0.903992946,0.133587786,0.096007054,0.182240963,0.129770992,0.09273929,0.177996328,0.003816794,0.000199269,0.024411808,0.111556572,0.077165724,0.15592634,0.01864969,0.006504137,0.039925576
28/2/2011,1,1,49,22,1,23,0,17,5,0,310,0.925806452,0.889260823,0.951364497,0.074193548,0.048635503,0.110739177,0.070967742,0.046028423,0.10698912,0.003225806,0.000168411,0.020680833,0.054836724,0.032241404,0.085907503,0.016405794,0.00514158,0.032488146
26/12/2011,1,1,50,25,4,29,0,25,0,0,281,0.896797153,0.853696486,0.928669375,0.103202847,0.071330625,0.146303514,0.088967972,0.05952451,0.13007859,0.014234875,0.004569724,0.038513837,0.089412144,0.059090892,0.125384932,0,0,0
23/1/2012,1,1,58,6,5,11,0,3,2,1,198,0.944444444,0.900162888,0.970527231,0.055555556,0.029472769,0.099837112,0.03030303,0.012377524,0.067860166,0.025252525,0.009333526,0.061152755,0.017951604,0.004304296,0.041451035,0.011810295,0.001455922,0.032861264
30/1/2012,1,1,45,3,2,5,0,3,0,0,233,0.978540773,0.947846513,0.992073208,0.021459227,0.007926792,0.052153487,0.012875536,0.003331141,0.040261626,0.008583691,0.001488157,0.033999565,0.013250646,0.002822484,0.032776426,0,0,0
6/2/2012,1,1,60,1,7,8,0,1,0,0,282,0.971631206,0.942741203,0.986749841,0.028368794,0.013250159,0.057258797,0.003546099,0.000185135,0.022705075,0.024822695,0.010919956,0.052665607,0.003628829,7.66220987759179e-05,0.01339864,0,0,0
13/2/2012,1,1,30,2,10,12,0,0,2,0,290,0.95862069,0.926946554,0.977436846,0.04137931,0.022563154,0.073053446,0.006896552,0.001195438,0.027413742,0.034482759,0.017617414,0.06447302,0,0,0,0.006782004,0.000796777,0.018154402
20/2/2012,1,1,52,4,9,13,0,3,1,0,279,0.953405018,0.919730454,0.97390368,0.046594982,0.02609632,0.080269546,0.014336918,0.004602552,0.038785402,0.032258065,0.015823036,0.062441188,0.010514073,0.002175263,0.025334402,0.003845259,0.000104069,0.013233666
27/2/2012,1,1,33,6,13,19,0,4,2,0,346,0.945086705,0.914118591,0.96570684,0.054913295,0.03429316,0.085881409,0.01734104,0.007068527,0.039246685,0.037572254,0.021014073,0.064991838,0.011802074,0.003068206,0.024337215,0.005878437,0.000624327,0.015526238
24/12/2012,1,1,63,1,0,1,0,0,1,0,206,0.995145631,0.969080423,0.999746549,0.004854369,0.000253451,0.030919577,0.004854369,0.000253451,0.030919577,0,0,0.022818533,0,0,0,0.004840071,0.000145425,0.01753007
21/1/2013,1,1,55,11,4,15,0,8,3,0,186,0.919354839,0.868025647,0.952585218,0.080645161,0.047414782,0.131974353,0.059139785,0.031391968,0.106083043,0.021505376,0.006911254,0.057704846,0.043387441,0.018296605,0.07625758,0.016227623,0.003158113,0.039897634
28/1/2013,1,1,53,10,3,13,0,6,4,0,198,0.934343434,0.887868756,0.963120005,0.065656566,0.036879995,0.112131244,0.050505051,0.025868655,0.093601346,0.015151515,0.003921201,0.047221626,0.030575331,0.010541262,0.058529639,0.020294559,0.00533737,0.042341432
4/2/2013,1,1,64,15,3,18,0,11,3,1,216,0.916666667,0.869417571,0.948465198,0.083333333,0.051534802,0.130582429,0.069444444,0.040760097,0.114169598,0.013888889,0.003593812,0.043366207,0.054405139,0.028853929,0.085742303,0.015277696,0.003514896,0.035222891
11/2/2013,1,1,61,15,2,17,0,9,6,0,215,0.920930233,0.874290698,0.951867134,0.079069767,0.048132866,0.125709302,0.069767442,0.040951678,0.114685384,0.009302326,0.001612873,0.036790646,0.040863497,0.018926751,0.070131723,0.027853319,0.010395703,0.052966833
18/2/2013,1,1,68,8,2,10,0,7,1,0,250,0.96,0.925438051,0.979546043,0.04,0.020453957,0.074561949,0.032,0.014954835,0.064435241,0.008,0.001386874,0.031726382,0.02851688,0.011433052,0.050864347,0.004159525,9.36540953639351e-05,0.015867906
25/2/2013,1,1,81,15,1,16,0,13,1,1,262,0.938931298,0.90083143,0.963536338,0.061068702,0.036463662,0.09916857,0.057251908,0.033542122,0.094597381,0.003816794,0.000199269,0.024411808,0.053837086,0.029504529,0.082500005,0.003921648,7.75604187032557e-05,0.015014125
