week,ac_week,season,ili,inf_A,inf_B,inf_all,inf_neg,inf_H3N2,inf_H1N1,inf_A_ns,num_spec,pn,pn_lb,pn_ub,pp,pp_lb,pp_ub,pA,pA_lb,pA_ub,pB,pB_lb,pB_ub,pH3,pH3_lb,pH3_ub,pH1,pH1_lb,pH1_ub
4/11/2019,1,1,41,20,2,22,1226,0,5,15,1248,0.982371795,0.972974565,0.988649597,0.017628205,0.011350403,0.027025435,0.016025641,0.010082312,0.025106064,0.001602564,0.000277627,0.006441731,0,0,0,0.016056224,0.009589035,0.023563137
21/9/2020,1,1,14,0,0,0,1277,0,0,0,1277,1,0.996260974,1,0,0,0.003739026,0,0,0.003739026,0,0,0.003739026,0,0,0,0,0,0
28/9/2020,1,1,10,0,0,0,1337,0,0,0,1337,1,0.996428282,1,0,0,0.003571718,0,0,0.003571718,0,0,0.003571718,0,0,0,0,0,0
5/10/2020,1,1,25,0,0,0,1269,0,0,0,1269,1,0.996237474,1,0,0,0.003762526,0,0,0.003762526,0,0,0.003762526,0,0,0,0,0,0
12/10/2020,1,1,28,0,0,0,1346,0,0,0,1346,1,0.996452096,1,0,0,0.003547904,0,0,0.003547904,0,0,0.003547904,0,0,0,0,0,0
19/10/2020,1,1,28,0,0,0,1310,0,0,0,1310,1,0.996354884,1,0,0,0.003645116,0,0,0.003645116,0,0,0.003645116,0,0,0,0,0,0
26/10/2020,1,1,29,0,0,0,1465,0,0,0,1465,1,0.996739525,1,0,0,0.003260475,0,0,0.003260475,0,0,0.003260475,0,0,0,0,0,0
2/11/2020,1,1,20,0,0,0,1568,0,0,0,1568,1,0.996953173,1,0,0,0.003046827,0,0,0.003046827,0,0,0.003046827,0,0,0,0,0,0
22/2/2021,1,1,20,0,0,0,1532,0,0,0,1532,1,0.996881757,1,0,0,0.003118243,0,0,0.003118243,0,0,0.003118243,0,0,0,0,0,0
1/3/2021,1,1,18,0,0,0,1580,0,0,0,1580,1,0.996976256,1,0,0,0.003023744,0,0,0.003023744,0,0,0.003023744,0,0,0,0,0,0
8/3/2021,1,1,21,0,0,0,1486,0,0,0,1486,1,0.996785482,1,0,0,0.003214518,0,0,0.003214518,0,0,0.003214518,0,0,0,0,0,0
15/3/2021,1,1,13,0,0,0,1504,0,0,0,1504,1,0.996823854,1,0,0,0.003176146,0,0,0.003176146,0,0,0.003176146,0,0,0,0,0,0
22/3/2021,1,1,13,0,0,0,1404,0,0,0,1404,1,0.996598257,1,0,0,0.003401743,0,0,0.003401743,0,0,0.003401743,0,0,0,0,0,0
29/3/2021,1,1,28,0,0,0,1378,0,0,0,1378,1,0.996534254,1,0,0,0.003465746,0,0,0.003465746,0,0,0.003465746,0,0,0,0,0,0
21/2/2022,1,1,8,20,17,37,3204,6,6,8,2533,0.985392815,0.979704022,0.989550271,0.014607185,0.010449729,0.020295978,0.007895776,0.00496199,0.012403283,0.006711409,0.004042881,0.010964105,0.003937859,0.001600408,0.007241324,0.003985409,0.001672185,0.007189564
28/2/2022,1,1,9,25,26,51,3104,5,10,10,2646,0.980725624,0.974534182,0.985473454,0.019274376,0.014526546,0.025465818,0.009448224,0.006255185,0.014135105,0.009826153,0.006561024,0.014582648,0.003125099,0.001118066,0.006219867,0.006331821,0.00342302,0.009929316
7/3/2022,1,1,8,35,31,66,3753,7,23,5,2887,0.977138899,0.970826856,0.982142875,0.022861101,0.017857125,0.029173144,0.012123311,0.008584858,0.017013872,0.01073779,0.007431685,0.015403181,0.002797312,0.001258361,0.005153111,0.009239669,0.0062163,0.013306099
14/3/2022,1,1,13,43,48,91,3671,1,18,24,3008,0.96974734,0.962819693,0.975444342,0.03025266,0.024555658,0.037180307,0.014295213,0.010488382,0.019389039,0.015957447,0.011913888,0.021281125,0.000753045,1.80381732594051e-05,0.002526066,0.013597617,0.009264859,0.018298511
21/3/2022,1,1,19,45,71,116,3703,5,14,26,2987,0.961165049,0.953441952,0.967674999,0.038834951,0.032325001,0.046558048,0.015065283,0.011134833,0.020288666,0.023769669,0.018739328,0.030060586,0.0040551,0.001445277,0.007595901,0.011110377,0.007060208,0.015826509
28/3/2022,1,1,20,88,98,186,5138,3,21,64,4573,0.959326482,0.95308866,0.964778568,0.040673518,0.035221432,0.04691134,0.019243385,0.015548252,0.023767579,0.021430133,0.017518403,0.026166039,0.002377784,0.000489741,0.005197141,0.016834988,0.012579922,0.021535078
20/2/2023,1,1,69,52,26,78,2761,6,6,40,3686,0.97883885,0.97351995,0.983131792,0.02116115,0.016868208,0.02648005,0.014107434,0.010656961,0.018605337,0.007053717,0.004708172,0.010476268,0.007096904,0.003095131,0.011799938,0.006908519,0.003062109,0.011760787
27/2/2023,1,1,92,54,44,98,3027,5,10,39,3935,0.975095299,0.969604359,0.979635477,0.024904701,0.020364523,0.030395641,0.013722999,0.010422772,0.018004596,0.011181703,0.008231565,0.015121782,0.00450107,0.001746439,0.008698834,0.009152448,0.005152087,0.012885254
6/3/2023,1,1,98,63,53,116,3066,7,23,33,4071,0.971505773,0.965800136,0.976301134,0.028494227,0.023698866,0.034199864,0.015475313,0.012006786,0.019886754,0.013018914,0.009860794,0.017127307,0.003607146,0.001516316,0.006343142,0.011801174,0.008420936,0.015822056
13/3/2023,1,1,87,72,62,134,3273,1,18,53,4260,0.968544601,0.96273974,0.973486367,0.031455399,0.026513633,0.03726026,0.016901408,0.013339036,0.021360483,0.014553991,0.011267129,0.018743892,0.00095004,2.28328340842486e-05,0.003116138,0.015955535,0.012033667,0.020334273
20/3/2023,1,1,107,58,84,142,3105,5,14,39,4107,0.965424884,0.959256978,0.970704053,0.034575116,0.029295947,0.040743022,0.01412223,0.010834401,0.018348517,0.020452885,0.016441926,0.02538515,0.003716762,0.001300459,0.006960023,0.010402806,0.007073187,0.014525035
27/3/2023,1,1,95,72,114,186,3444,3,21,48,4531,0.958949459,0.952655321,0.964451234,0.041050541,0.035548766,0.047344679,0.015890532,0.012540064,0.020085867,0.025160009,0.020885823,0.030258052,0.00196744,0.000373372,0.004625633,0.013920722,0.010447741,0.017511418
26/9/2016,1,1,118,236,37,273,1254,146,7,83,1528,0.821335079,0.800989046,0.840042063,0.178664921,0.159957937,0.199010954,0.154450262,0.136888359,0.173776485,0.02421466,0.017342016,0.033573589,0.147680082,0.129708841,0.166299662,0.007111229,0.003100859,0.012799611
25/9/2017,1,1,308,329,200,529,1690,109,33,187,2220,0.761711712,0.743316377,0.779191409,0.238288288,0.220808591,0.256683623,0.148198198,0.133810997,0.163819292,0.09009009,0.078666008,0.102957038,0.113865183,0.099545257,0.127353435,0.034336986,0.024583988,0.046288937
24/9/2018,1,1,93,158,12,170,1332,29,81,48,1502,0.886817577,0.869446274,0.902174431,0.113182423,0.097825569,0.130553726,0.105193076,0.09036117,0.122082388,0.007989348,0.00433425,0.0143333,0.027981914,0.018890199,0.037882788,0.077094075,0.064224964,0.09373552
15/2/2021,1,1,14,0,0,0,1622,0,0,0,1622,1,0.997054366,1,0,0,0.002945634,0,0,0.002945634,0,0,0.002945634,0,0,0,0,0,0
14/2/2022,1,1,11,12,24,36,3000,4,6,2,2850,0.987368421,0.982360063,0.991009319,0.012631579,0.008990681,0.017639937,0.004210526,0.002282923,0.007567645,0.008421053,0.005524387,0.012708967,0.001709846,0.000472267,0.003672836,0.002481659,0.000947233,0.004569908
13/2/2023,1,1,67,38,26,64,2981,4,6,28,3955,0.983817952,0.979248879,0.987418121,0.016182048,0.012581879,0.020751121,0.009608091,0.006901527,0.013305439,0.006573957,0.004387677,0.009765028,0.003825578,0.001512799,0.007238252,0.005754249,0.002669249,0.009420196
3/3/2014,1,1,107,18,3,21,0,12,6,0,173,0.878612717,0.818258323,0.921565685,0.121387283,0.078434315,0.181741677,0.104046243,0.064541307,0.161815216,0.01734104,0.004489195,0.053873691,0.070204474,0.038184614,0.111929424,0.034862853,0.012547763,0.066973872
10/3/2014,1,1,104,18,3,21,0,7,11,0,275,0.923636364,0.883965874,0.950974373,0.076363636,0.049025627,0.116034126,0.065454545,0.040372749,0.103233768,0.010909091,0.002821626,0.034210725,0.025729841,0.010972466,0.047855869,0.039967658,0.020751529,0.065264703
17/3/2014,1,1,99,10,7,17,0,2,8,0,228,0.925438596,0.881256495,0.954641832,0.074561404,0.045358168,0.118743505,0.043859649,0.022441254,0.081583076,0.030701754,0.013518949,0.064862786,0.008841328,0.001020831,0.023238127,0.034552112,0.014180073,0.061497092
24/3/2014,1,1,110,14,2,16,0,8,6,0,227,0.929515419,0.885963826,0.957855156,0.070484581,0.042144844,0.114036174,0.061674009,0.035424639,0.10350322,0.008810573,0.001527529,0.034881652,0.035625081,0.015815059,0.062113092,0.025377737,0.00977342,0.051278116
31/3/2014,1,1,137,15,6,21,0,9,6,0,301,0.930232558,0.893760236,0.955250672,0.069767442,0.044749328,0.106239764,0.049833887,0.029163747,0.082591726,0.019933555,0.00812862,0.045018514,0.029813625,0.014803031,0.053847114,0.019968916,0.007740625,0.038021476
7/4/2014,1,1,92,12,7,19,0,7,4,1,248,0.923387097,0.88108547,0.952006419,0.076612903,0.047993581,0.11891453,0.048387097,0.026412927,0.085137734,0.028225806,0.012423792,0.059738703,0.030540796,0.012831766,0.056161512,0.01785087,0.005002377,0.038010946
26/10/2015,1,1,55,19,8,27,323,15,4,0,350,0.922857143,0.888447077,0.947625301,0.077142857,0.052374699,0.111552923,0.054285714,0.03389821,0.084918467,0.022857143,0.010666491,0.046300384,0.042894603,0.024993212,0.067701422,0.011781126,0.003413015,0.025204306
2/11/2015,1,1,55,24,6,30,314,23,1,0,344,0.912790698,0.87657886,0.939448157,0.087209302,0.060551843,0.12342114,0.069767442,0.046143871,0.103396136,0.01744186,0.007109736,0.039471606,0.066396047,0.042661835,0.096238504,0.002813666,7.86629223889437e-05,0.010186631
9/11/2015,1,1,44,31,4,35,277,30,1,0,312,0.887820513,0.846186525,0.919595453,0.112179487,0.080404547,0.153813475,0.099358974,0.069532602,0.139393682,0.012820513,0.00411481,0.034743252,0.095543053,0.06570145,0.131675844,0.003307537,9.23235493998244e-05,0.011081074
16/11/2015,1,1,31,9,3,12,286,9,0,0,298,0.959731544,0.928869701,0.978046328,0.040268456,0.021953672,0.071130299,0.030201342,0.01480936,0.058531726,0.010067114,0.00260355,0.031609215,0.030436765,0.013233791,0.05267862,0,0,0
23/11/2015,1,1,40,9,2,11,275,8,1,0,286,0.961538462,0.930273383,0.97965033,0.038461538,0.02034967,0.069726617,0.031468531,0.015433828,0.060941569,0.006993007,0.00121217,0.027791519,0.027463622,0.012910203,0.049313097,0.003465311,9.06762787727271e-05,0.013402862
11/7/2016,1,1,131,121,55,176,1078,41,21,59,1251,0.85931255,0.838522119,0.877857556,0.14068745,0.122142444,0.161477881,0.096722622,0.081188066,0.114786279,0.043964828,0.033582247,0.057236885,0.063718023,0.050070164,0.080152959,0.033410291,0.021413617,0.046411595
18/7/2016,1,1,157,239,41,280,1069,94,37,108,1355,0.793357934,0.770602332,0.814426555,0.206642066,0.185573445,0.229397668,0.176383764,0.156661228,0.197969221,0.030258303,0.022067457,0.041211258,0.126867994,0.108790628,0.148328115,0.049919149,0.035577883,0.064294973
25/7/2016,1,1,178,243,54,297,1075,131,17,95,1375,0.784,0.761097756,0.805293392,0.216,0.194706608,0.238902244,0.176727273,0.157128093,0.198160142,0.039272727,0.02990616,0.051296567,0.156272414,0.13707002,0.176889095,0.020462923,0.011715631,0.029814515
1/8/2016,1,1,229,284,67,351,1232,188,24,72,1586,0.778688525,0.757273308,0.798736232,0.221311475,0.201263768,0.242726692,0.179066835,0.160678202,0.199032237,0.042244641,0.033122112,0.053649201,0.159101998,0.140402533,0.176629244,0.020309278,0.013206682,0.028531214
8/8/2016,1,1,257,342,91,433,1227,221,17,104,1660,0.739156627,0.71719044,0.760002765,0.260843373,0.239997235,0.28280956,0.206024096,0.186967295,0.226459332,0.054819277,0.044589117,0.067161327,0.191198497,0.173863946,0.209804562,0.014755378,0.008819928,0.02245843
3/7/2017,1,1,160,125,45,170,1114,29,15,81,1284,0.867601246,0.847550581,0.885412984,0.132398754,0.114587016,0.152449419,0.097352025,0.081959033,0.115204553,0.035046729,0.025959641,0.04701382,0.064521206,0.047691167,0.080291874,0.033667992,0.020377701,0.049656582
10/7/2017,1,1,154,225,59,284,1238,54,18,153,1522,0.813403417,0.792709767,0.832492585,0.186596583,0.167507415,0.207290233,0.1478318,0.130575965,0.16689346,0.038764783,0.029882432,0.050047561,0.110810786,0.090106951,0.129772237,0.037121897,0.023273561,0.052997556
17/7/2017,1,1,186,363,74,437,1150,59,18,286,1587,0.724637681,0.701815834,0.746359118,0.275362319,0.253640882,0.298184166,0.228733459,0.208434161,0.25036277,0.046628859,0.037023949,0.058489365,0.174853707,0.148472441,0.202520898,0.053159744,0.033719618,0.076937433
24/7/2017,1,1,243,359,69,428,1146,57,13,289,1711,0.749853887,0.728488555,0.770083894,0.250146113,0.229916106,0.271511445,0.209818819,0.190904393,0.230052988,0.040327294,0.031729776,0.051048361,0.170949523,0.147373632,0.196303794,0.038794552,0.021366102,0.058910886
31/7/2017,1,1,392,471,148,619,1136,65,16,390,1756,0.647494305,0.624560883,0.669775619,0.352505695,0.330224381,0.375439117,0.268223235,0.247746842,0.289725377,0.08428246,0.071914363,0.09850508,0.215131266,0.18619156,0.242810719,0.052884412,0.031139192,0.078229899
7/8/2017,1,1,464,610,207,817,1088,95,14,501,1905,0.571128609,0.5485193,0.593448254,0.428871391,0.406551746,0.4514807,0.320209974,0.299381318,0.341771323,0.108661417,0.095218418,0.123709025,0.278915047,0.249188603,0.306046437,0.041142371,0.023624867,0.062842492
2/7/2018,1,1,103,64,3,67,1244,9,48,7,1311,0.948893974,0.935185618,0.959896045,0.051106026,0.040103955,0.064814382,0.048817696,0.038076631,0.062280651,0.00228833,0.000591178,0.007267608,0.007796535,0.003620034,0.013275926,0.041221758,0.030943237,0.054179066
9/7/2018,1,1,109,89,7,96,1427,7,66,16,1523,0.936966513,0.923270946,0.948404477,0.063033487,0.051595523,0.076729054,0.058437295,0.047433492,0.071724566,0.004596192,0.002015475,0.009895698,0.005578403,0.002363247,0.010077667,0.052943084,0.04239588,0.064737563
16/7/2018,1,1,123,70,3,73,1422,5,44,21,1495,0.951170569,0.938674065,0.961284098,0.048829431,0.038715902,0.061325935,0.046822742,0.036928714,0.059111746,0.002006689,0.000518398,0.006375782,0.004930591,0.001611124,0.009692561,0.04225349,0.031990118,0.053394908
23/7/2018,1,1,129,80,8,88,1408,5,44,31,1496,0.941176471,0.927720275,0.95230976,0.058823529,0.04769024,0.072279725,0.053475936,0.042876329,0.066429491,0.005347594,0.002488611,0.010956973,0.005390649,0.001884614,0.010707557,0.048236268,0.036869127,0.059979642
30/7/2018,1,1,120,71,0,71,1399,4,44,23,1470,0.95170068,0.939139068,0.961835082,0.04829932,0.038164918,0.060860932,0.04829932,0.038164918,0.060860932,0,0,0.003249414,0.004050591,0.001145005,0.008282023,0.043881981,0.034593678,0.055341313
6/8/2018,1,1,129,114,5,119,1341,8,68,38,1460,0.918493151,0.90296737,0.931769123,0.081506849,0.068230877,0.09703263,0.078082192,0.065086458,0.0933472,0.003424658,0.001261488,0.008467053,0.008289673,0.003457369,0.014197079,0.069613331,0.057809146,0.08343651
1/7/2019,1,1,280,749,118,867,2671,314,4,431,3538,0.754946297,0.740357979,0.768976079,0.245053703,0.231023921,0.259642021,0.211701526,0.198419019,0.225615968,0.033352176,0.027794265,0.039946412,0.208972685,0.194953075,0.222157831,0.002700247,0.000708885,0.005833933
8/7/2019,1,1,319,567,95,662,2712,178,8,381,3374,0.803793717,0.789899568,0.81698925,0.196206283,0.18301075,0.210100432,0.168049793,0.155668613,0.181194854,0.028156491,0.022955037,0.034459502,0.161256688,0.148376823,0.173528495,0.007178173,0.003006932,0.012915383
15/7/2019,1,1,262,511,96,607,2572,150,6,355,3180,0.809119497,0.794929261,0.822555219,0.190880503,0.177444781,0.205070739,0.160691824,0.14818619,0.174026316,0.030188679,0.024643005,0.036897874,0.154533973,0.141040946,0.167445846,0.006151155,0.002245847,0.01175764
22/7/2019,1,1,274,364,97,461,2297,110,6,248,2758,0.832849891,0.818277103,0.846484715,0.167150109,0.153515285,0.181722897,0.131979695,0.119684368,0.145313456,0.035170413,0.028752445,0.042915374,0.125503192,0.110742385,0.139049147,0.00679395,0.0026104,0.013122166
29/7/2019,1,1,246,294,87,381,2245,60,3,231,2626,0.854912414,0.840726129,0.868047211,0.145087586,0.131952789,0.159273871,0.11195735,0.100278565,0.124787642,0.033130236,0.026766687,0.040895439,0.106412499,0.093907754,0.118401493,0.00542554,0.001224223,0.012674469
5/8/2019,1,1,259,303,118,421,2294,40,3,260,2715,0.844935543,0.830643176,0.858240024,0.155064457,0.141759976,0.169356824,0.11160221,0.10012712,0.124191871,0.043462247,0.036247596,0.051997831,0.103678343,0.091017845,0.117676773,0.007486096,0.001658168,0.017063603
29/6/2020,1,1,31,1,0,1,3700,0,0,1,3701,0.999729803,0.99824698,0.999985896,0.000270197,1.41044967933749e-05,0.00175302,0.000270197,1.41044967933749e-05,0.00175302,0,0,0.001292688,0.000123987,0,0.000861889,0.000140925,0,0.000818239
6/7/2020,1,1,43,0,1,1,4282,0,0,0,4283,0.999766519,0.998484966,0.999987812,0.000233481,1.21878733359393e-05,0.001515034,0,0,0.001117189,0.000233481,1.21878733359393e-05,0.001515034,0,0,0,0,0,0
13/7/2020,1,1,48,2,0,2,5111,0,0,2,5113,0.99960884,0.998423633,0.999932245,0.00039116,6.77552942158548e-05,0.001576367,0.00039116,6.77552942158548e-05,0.001576367,0,0,0.000935972,0.000185977,0,0.000943768,0.000197224,0,0.000894905
20/7/2020,1,1,66,0,0,0,5024,0,0,0,5024,1,0.99904746,1,0,0,0.00095254,0,0,0.00095254,0,0,0.00095254,0,0,0,0,0,0
27/7/2020,1,1,54,0,0,0,4226,0,0,0,4226,1,0.998867756,1,0,0,0.001132244,0,0,0.001132244,0,0,0.001132244,0,0,0,0,0,0
3/8/2020,1,1,63,0,0,0,2498,0,0,0,2498,1,0.998085739,1,0,0,0.001914261,0,0,0.001914261,0,0,0.001914261,0,0,0,0,0,0
8/11/2021,1,1,12,0,0,0,2285,0,0,0,2285,1,0.997907601,1,0,0,0.002092399,0,0,0.002092399,0,0,0.002092399,0,0,0,0,0,0
15/11/2021,1,1,18,1,0,1,2299,0,0,1,2300,0.999565217,0.997181043,0.999977304,0.000434783,2.26961331897092e-05,0.002818957,0.000434783,2.26961331897092e-05,0.002818957,0,0,0.002078776,0.000218448,0,0.001304229,0.000216609,0,0.001290873
22/11/2021,1,1,3,1,0,1,2140,0,0,1,2141,0.999532929,0.996972091,0.999975618,0.000467071,2.43816803783672e-05,0.003027909,0.000467071,2.43816803783672e-05,0.003027909,0,0,0.002232876,0.000248242,0,0.001333828,0.000224134,0,0.001155784
29/11/2021,1,1,8,1,0,1,2176,0,0,1,2177,0.999540652,0.997022069,0.999976022,0.000459348,2.39784844380779e-05,0.002977931,0.000459348,2.39784844380779e-05,0.002977931,0,0,0.002196017,0.000211515,0,0.001406367,0.000218492,0,0.001397861
6/12/2021,1,1,7,0,0,0,2264,0,0,0,2264,1,0.997888226,1,0,0,0.002111774,0,0,0.002111774,0,0,0.002111774,0,0,0,0,0,0
7/11/2022,1,1,29,55,2,57,4427,23,7,25,5902,0.990342257,0.987413391,0.992611759,0.009657743,0.007388241,0.012586609,0.009318875,0.007093133,0.012204814,0.000338868,5.8697197341784e-05,0.001365785,0.007184325,0.004990975,0.009418798,0.002200418,0.000856439,0.003743393
14/11/2022,1,1,29,66,7,73,4345,25,13,28,5767,0.987341772,0.984018514,0.989996848,0.012658228,0.010003152,0.015981486,0.011444425,0.008929746,0.014629928,0.001213803,0.000531981,0.002619779,0.00761596,0.005438776,0.009948455,0.00394056,0.002235011,0.006073462
21/11/2022,1,1,25,57,2,59,4017,23,4,30,5392,0.989057864,0.985808015,0.991588297,0.010942136,0.008411703,0.014191985,0.010571217,0.008087789,0.013774996,0.00037092,6.42492693709042e-05,0.001494865,0.009034031,0.006259878,0.011806104,0.001568714,0.000413751,0.003324849
28/11/2022,1,1,22,48,8,56,4203,21,2,25,5554,0.989917177,0.98682883,0.992305277,0.010082823,0.007694723,0.01317117,0.00864242,0.006447476,0.011541465,0.001440403,0.00066991,0.002958879,0.007908568,0.005682056,0.010203888,0.000777238,8.84766173629605e-05,0.002104628
5/12/2022,1,1,20,78,1,79,4197,35,7,36,5494,0.985620677,0.982015594,0.988527634,0.014379323,0.011472366,0.017984406,0.014197306,0.011310105,0.017783017,0.000182017,9.50137382115636e-06,0.001181334,0.01188026,0.008912014,0.015045051,0.002371597,0.001001074,0.004190377
30/10/2023,1,1,153,191,16,207,2960,22,9,160,4528,0.954284452,0.947688803,0.960096,0.045715548,0.039904,0.052311197,0.042181979,0.036602021,0.048552685,0.003533569,0.002092243,0.005868794,0.029761879,0.02201657,0.03778069,0.012218017,0.005659468,0.019513921
6/11/2023,1,1,132,185,14,199,3269,23,7,155,4901,0.959396042,0.95339242,0.964666815,0.040603958,0.035333185,0.04660758,0.037747398,0.03266849,0.043564184,0.00285656,0.001626394,0.004916885,0.029135452,0.022593549,0.035749194,0.00881182,0.003578736,0.014883419
13/11/2023,1,1,146,139,8,147,3137,25,13,101,4623,0.968202466,0.962626724,0.972984184,0.031797534,0.027015816,0.037373276,0.030067056,0.025421616,0.035509909,0.001730478,0.000804856,0.003554076,0.019900065,0.014916186,0.025651043,0.010283653,0.005747593,0.015607591
20/11/2023,1,1,133,116,8,124,2979,23,4,89,4419,0.971939353,0.966522643,0.976517282,0.028060647,0.023482718,0.033477357,0.026250283,0.021828809,0.031514377,0.001810364,0.000842022,0.003717953,0.022135369,0.017029084,0.02730049,0.003899937,0.001131195,0.007993454
27/11/2023,1,1,105,115,4,119,2952,21,2,92,4367,0.972750172,0.967365959,0.977283778,0.027249828,0.022716222,0.032634041,0.026333868,0.021880462,0.031639855,0.000915961,0.000293461,0.002516384,0.024070379,0.018595819,0.029486077,0.002273848,0.000293711,0.005803711
4/12/2023,1,1,137,159,9,168,2941,35,7,117,4329,0.961191961,0.954894188,0.966655588,0.038808039,0.033344412,0.045105812,0.036729037,0.031417099,0.042879319,0.002079002,0.001014957,0.004097408,0.030583328,0.024341995,0.036714225,0.00617997,0.002531236,0.010835209
