date,area_type,area_code,area_name,metric,metric_name,value
2020-08-03,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,60.0
2020-08-03,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,15.0
2020-08-03,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,963.0
2020-08-04,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,24.0
2020-08-04,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,20.0
2020-08-04,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,57.0
2020-08-04,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,965.0
2020-08-05,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,22.0
2020-08-05,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,973.0
2020-08-05,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,65.0
2020-08-05,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,31.0
2020-08-06,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,63.0
2020-08-06,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,22.0
2020-08-06,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,1005.0
2020-08-06,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,15.0
2020-08-07,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,16.0
2020-08-07,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,46.0
2020-08-07,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,19.0
2020-08-07,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,892.0
2020-08-08,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,5.0
2020-08-08,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,648.0
2020-08-08,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,30.0
2020-08-08,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,27.0
2020-08-09,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,26.0
2020-08-09,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,569.0
2020-08-09,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,8.0
2020-08-09,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,24.0
2020-08-10,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,47.0
2020-08-10,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,19.0
2020-08-10,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,1375.0
2020-08-10,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,58.0
2020-08-11,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,65.0
2020-08-11,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,27.0
2020-08-11,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,1247.0
2020-08-11,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,39.0
2020-08-12,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,44.0
2020-08-12,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,48.0
2020-08-12,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,24.0
2020-08-12,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,1126.0
2020-08-13,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,50.0
2020-08-13,nation,S92000003,Scotland,newCasesBySpecimenDate,New cases by specimen date,53.0
2020-08-13,nation,W92000004,Wales,newCasesBySpecimenDate,New cases by specimen date,17.0
2020-08-13,nation,E92000001,England,newCasesBySpecimenDate,New cases by specimen date,1036.0
2020-08-14,nation,N92000002,Northern Ireland,newCasesBySpecimenDate,New cases by specimen date,58.0
