"","week","ac_week","season","ili","inf_A","inf_B","inf_all","inf_neg","inf_H3N2","inf_H1N1","inf_A_ns","num_spec","pn","pn_lb","pn_ub","pp","pp_lb","pp_ub","pA","pA_lb","pA_ub","pB","pB_lb","pB_ub","pH3","pH3_lb","pH3_ub","pH1","pH1_lb","pH1_ub"
"1",2010-10-11,1,1,0,20,10,30,0,5,15,0,58,0.482758620689655,0.351283600295977,0.616514706120537,0.517241379310345,0.383485293879463,0.648716399704023,0.344827586206897,0.228201531780326,0.482043205262108,0.172413793103448,0.09010415684307,0.298838897069619,0.0861374240666731,0.0282298653736451,0.170623251752227,0.259440732243318,0.156751439795016,0.379634641048657
"2",2010-10-18,1,1,0,4,7,11,0,0,4,0,27,0.592592592592593,0.390089506811814,0.769876910480694,0.407407407407407,0.230123089519306,0.609910493188186,0.148148148148148,0.0485560354609535,0.346109201092915,0.259259259259259,0.118729441428429,0.465937242271726,0,0,0,0.147724897343305,0.0411083245483094,0.29827163666611
"3",2010-10-25,1,1,255,12,8,20,0,7,4,1,50,0.6,0.452048426343783,0.732670684718516,0.4,0.267329315281484,0.547951573656217,0.24,0.135216686999054,0.384866083457266,0.16,0.0763795571858263,0.29660536703198,0.154247553641441,0.0697427697122037,0.274625690866813,0.0864574640387885,0.0278758972817338,0.188023965030006
"4",2010-11-01,1,1,0,9,7,16,0,3,6,0,33,0.515151515151515,0.338545673995359,0.688331840067921,0.484848484848485,0.311668159932079,0.661454326004641,0.272727272727273,0.139401047350572,0.457864947995033,0.212121212121212,0.0963130128300988,0.393987105807082,0.0906247333578857,0.0182110255393101,0.202091813279204,0.181750853024356,0.0702293980298256,0.321303634114101
"5",2010-11-08,1,1,0,9,3,12,0,2,7,0,40,0.7,0.532886771688767,0.829140997174063,0.3,0.170859002825937,0.467113228311233,0.225,0.114008048984376,0.388550485529803,0.075,0.0195718620090715,0.214761523974401,0.0511466580176662,0.00717486388448235,0.137679641886896,0.176182991564832,0.0745347093911119,0.293990285878822
"6",2010-11-15,1,1,0,3,2,5,0,0,3,0,22,0.772727272727273,0.541798475663917,0.913138749718848,0.227272727272727,0.0868612502811521,0.458201524336083,0.136363636363636,0.0358981775169203,0.359620086218949,0.0909090909090909,0.0159044041609205,0.306244225589741,0,0,0,0.135335281315741,0.0309599847557301,0.308950546897992
"7",2011-10-10,1,1,0,9,5,14,0,7,2,0,40,0.65,0.482644614107852,0.788953982729784,0.35,0.211046017270216,0.517355385892148,0.225,0.114008048984376,0.388550485529803,0.125,0.0469480911547394,0.276034791473284,0.175741043200427,0.0750871565942282,0.302556675154534,0.0490975464807131,0.00651400114634323,0.139649316992223
"8",2011-10-17,1,1,0,14,11,25,0,14,0,0,55,0.545454545454545,0.406551286249728,0.678026460444487,0.454545454545455,0.321973539555512,0.593448713750272,0.254545454545455,0.150863921650798,0.392698403669236,0.2,0.108661110379813,0.333709501800594,0.254551920690869,0.143129082359383,0.370406143758538,0,0,0
"9",2011-10-24,1,1,156,8,2,10,0,8,0,0,28,0.642857142857143,0.441090698932948,0.806917023909662,0.357142857142857,0.193082976090338,0.558909301067052,0.285714285714286,0.139518862432144,0.488723511656809,0.0714285714285714,0.012469260315964,0.249583817004687,0.2847599106074,0.139269863657059,0.461944301183801,0,0,0
"10",2011-10-31,1,1,0,7,9,16,0,7,0,0,36,0.555555555555556,0.382880352444478,0.716646426424926,0.444444444444444,0.283353573575074,0.617119647555522,0.194444444444444,0.0880096644846437,0.365657718493131,0.25,0.127250385127678,0.425390607904993,0.191827282397662,0.0868688292838439,0.326726527718835,0,0,0
